Gene stable ID	Transcript stable ID	Oryza sativa Indica Group protein or transcript stable ID
AT5G01570	AT5G01570.3	
AT2G31140	AT2G31140.1	BGIOSGA015741-PA
AT4G30750	AT4G30750.1	
AT1G65295	AT1G65295.1	
AT4G37100	AT4G37100.1	BGIOSGA037704-PA
AT4G37100	AT4G37100.1	BGIOSGA013625-PA
AT4G36290	AT4G36290.1	BGIOSGA032220-PA
AT5G62573	AT5G62573.1	
AT1G21900	AT1G21900.1	
AT1G13960	AT1G13960.2	
AT1G13960	AT1G13960.1	
AT4G20250	AT4G20250.1	
AT5G50460	AT5G50460.1	
AT3G07320	AT3G07320.1	BGIOSGA009451-PA
AT3G07320	AT3G07320.1	BGIOSGA026624-PA
AT3G07320	AT3G07320.1	BGIOSGA029492-PA
AT3G07320	AT3G07320.1	BGIOSGA009452-PA
AT3G07320	AT3G07320.1	BGIOSGA009450-PA
AT3G19184	AT3G19184.2	BGIOSGA011321-PA
AT3G19184	AT3G19184.1	BGIOSGA011321-PA
AT3G30820	AT3G30820.1	
AT4G20935	AT4G20935.1	
AT3G44840	AT3G44840.1	
AT2G25870	AT2G25870.1	BGIOSGA030695-PA
AT2G25870	AT2G25870.1	BGIOSGA004428-PA
AT2G25870	AT2G25870.1	BGIOSGA007826-PA
AT5G48790	AT5G48790.1	BGIOSGA007199-PA
AT5G48790	AT5G48790.3	BGIOSGA007199-PA
AT5G48790	AT5G48790.2	BGIOSGA007199-PA
AT5G20830	AT5G20830.1	BGIOSGA021739-PA
AT5G20830	AT5G20830.2	BGIOSGA021739-PA
AT5G20830	AT5G20830.3	BGIOSGA021739-PA
AT5G20830	AT5G20830.1	BGIOSGA010570-PA
AT5G20830	AT5G20830.2	BGIOSGA010570-PA
AT5G20830	AT5G20830.3	BGIOSGA010570-PA
AT5G20830	AT5G20830.1	BGIOSGA026140-PA
AT5G20830	AT5G20830.2	BGIOSGA026140-PA
AT5G20830	AT5G20830.3	BGIOSGA026140-PA
AT5G04960	AT5G04960.1	
AT1G62320	AT1G62320.5	BGIOSGA020484-PA
AT1G62320	AT1G62320.2	BGIOSGA020484-PA
AT1G62320	AT1G62320.3	BGIOSGA020484-PA
AT1G62320	AT1G62320.1	BGIOSGA020484-PA
AT1G62320	AT1G62320.4	BGIOSGA020484-PA
AT1G62320	AT1G62320.5	BGIOSGA001480-PA
AT1G62320	AT1G62320.2	BGIOSGA001480-PA
AT1G62320	AT1G62320.3	BGIOSGA001480-PA
AT1G62320	AT1G62320.1	BGIOSGA001480-PA
AT1G62320	AT1G62320.4	BGIOSGA001480-PA
AT1G79160	AT1G79160.1	
AT1G02390	AT1G02390.1	BGIOSGA033559-PA
AT5G47910	AT5G47910.1	BGIOSGA033858-PA
AT4G14950	AT4G14950.3	BGIOSGA004561-PA
AT4G14950	AT4G14950.2	BGIOSGA004561-PA
AT4G14950	AT4G14950.1	BGIOSGA004561-PA
AT4G14950	AT4G14950.3	BGIOSGA024050-PA
AT4G14950	AT4G14950.2	BGIOSGA024050-PA
AT4G14950	AT4G14950.1	BGIOSGA024050-PA
AT2G22450	AT2G22450.1	BGIOSGA006207-PA
AT2G22450	AT2G22450.1	BGIOSGA028865-PA
AT5G54470	AT5G54470.1	
AT4G23730	AT4G23730.2	
AT4G23730	AT4G23730.3	
AT4G23730	AT4G23730.1	
AT1G29680	AT1G29680.1	BGIOSGA000881-PA
AT1G29680	AT1G29680.1	BGIOSGA004456-PA
AT1G04450	AT1G04450.1	BGIOSGA009256-PA
AT2G20650	AT2G20650.1	BGIOSGA024258-PA
AT2G20650	AT2G20650.2	BGIOSGA024258-PA
AT4G09150	AT4G09150.2	
AT4G09150	AT4G09150.1	
AT1G04660	AT1G04660.1	
AT1G69340	AT1G69340.2	BGIOSGA033040-PA
AT1G69340	AT1G69340.1	BGIOSGA033040-PA
AT1G51840	AT1G51840.1	BGIOSGA019474-PA
AT1G51840	AT1G51840.3	BGIOSGA019474-PA
AT1G51840	AT1G51840.4	BGIOSGA019474-PA
AT1G51840	AT1G51840.5	BGIOSGA019474-PA
AT1G51840	AT1G51840.2	BGIOSGA019474-PA
AT1G51840	AT1G51840.1	BGIOSGA002408-PA
AT1G51840	AT1G51840.3	BGIOSGA002408-PA
AT1G51840	AT1G51840.4	BGIOSGA002408-PA
AT1G51840	AT1G51840.5	BGIOSGA002408-PA
AT1G51840	AT1G51840.2	BGIOSGA002408-PA
AT1G51840	AT1G51840.1	BGIOSGA030582-PA
AT1G51840	AT1G51840.3	BGIOSGA030582-PA
AT1G51840	AT1G51840.4	BGIOSGA030582-PA
AT1G51840	AT1G51840.5	BGIOSGA030582-PA
AT1G51840	AT1G51840.2	BGIOSGA030582-PA
AT1G51840	AT1G51840.1	BGIOSGA038826-PA
AT1G51840	AT1G51840.3	BGIOSGA038826-PA
AT1G51840	AT1G51840.4	BGIOSGA038826-PA
AT1G51840	AT1G51840.5	BGIOSGA038826-PA
AT1G51840	AT1G51840.2	BGIOSGA038826-PA
AT1G51840	AT1G51840.1	BGIOSGA029914-PA
AT1G51840	AT1G51840.3	BGIOSGA029914-PA
AT1G51840	AT1G51840.4	BGIOSGA029914-PA
AT1G51840	AT1G51840.5	BGIOSGA029914-PA
AT1G51840	AT1G51840.2	BGIOSGA029914-PA
AT1G51840	AT1G51840.1	BGIOSGA032268-PA
AT1G51840	AT1G51840.3	BGIOSGA032268-PA
AT1G51840	AT1G51840.4	BGIOSGA032268-PA
AT1G51840	AT1G51840.5	BGIOSGA032268-PA
AT1G51840	AT1G51840.2	BGIOSGA032268-PA
AT1G51840	AT1G51840.1	BGIOSGA020222-PA
AT1G51840	AT1G51840.3	BGIOSGA020222-PA
AT1G51840	AT1G51840.4	BGIOSGA020222-PA
AT1G51840	AT1G51840.5	BGIOSGA020222-PA
AT1G51840	AT1G51840.2	BGIOSGA020222-PA
AT1G51840	AT1G51840.1	BGIOSGA029917-PA
AT1G51840	AT1G51840.3	BGIOSGA029917-PA
AT1G51840	AT1G51840.4	BGIOSGA029917-PA
AT1G51840	AT1G51840.5	BGIOSGA029917-PA
AT1G51840	AT1G51840.2	BGIOSGA029917-PA
AT1G51840	AT1G51840.1	BGIOSGA030572-PA
AT1G51840	AT1G51840.3	BGIOSGA030572-PA
AT1G51840	AT1G51840.4	BGIOSGA030572-PA
AT1G51840	AT1G51840.5	BGIOSGA030572-PA
AT1G51840	AT1G51840.2	BGIOSGA030572-PA
AT1G51840	AT1G51840.1	BGIOSGA029911-PA
AT1G51840	AT1G51840.3	BGIOSGA029911-PA
AT1G51840	AT1G51840.4	BGIOSGA029911-PA
AT1G51840	AT1G51840.5	BGIOSGA029911-PA
AT1G51840	AT1G51840.2	BGIOSGA029911-PA
AT2G38790	AT2G38790.1	
AT1G77690	AT1G77690.1	BGIOSGA034431-PA
AT1G11370	AT1G11370.1	BGIOSGA004591-PA
AT1G66480	AT1G66480.1	
AT3G51110	AT3G51110.1	BGIOSGA032701-PA
AT3G51110	AT3G51110.1	BGIOSGA018376-PA
AT3G51110	AT3G51110.1	BGIOSGA023019-PA
AT1G47940	AT1G47940.1	
AT5G23780	AT5G23780.1	
AT5G23780	AT5G23780.2	
AT4G00360	AT4G00360.1	BGIOSGA014557-PA
AT4G00360	AT4G00360.1	BGIOSGA005882-PA
AT3G02960	AT3G02960.1	
AT4G35200	AT4G35200.1	
AT1G64235	AT1G64235.1	
AT2G22010	AT2G22010.2	BGIOSGA026184-PA
AT2G22010	AT2G22010.1	BGIOSGA026184-PA
AT1G47580	AT1G47580.1	BGIOSGA011888-PA
AT5G64040	AT5G64040.1	
AT5G64040	AT5G64040.2	
AT4G07400	AT4G07400.1	BGIOSGA030285-PA
AT4G07400	AT4G07400.1	BGIOSGA010108-PA
AT4G07400	AT4G07400.1	BGIOSGA012480-PA
AT4G07400	AT4G07400.1	BGIOSGA012482-PA
AT4G07400	AT4G07400.1	BGIOSGA014763-PA
AT2G41850	AT2G41850.1	BGIOSGA012123-PA
AT3G02673	AT3G02673.1	
AT1G12730	AT1G12730.1	BGIOSGA005815-PA
AT1G12730	AT1G12730.2	BGIOSGA005815-PA
AT1G12730	AT1G12730.1	BGIOSGA004883-PA
AT1G12730	AT1G12730.2	BGIOSGA004883-PA
AT1G79080	AT1G79080.1	
AT5G06000	AT5G06000.1	BGIOSGA009175-PA
AT5G06000	AT5G06000.1	BGIOSGA009176-PA
AT3G24760	AT3G24760.1	
AT3G24760	AT3G24760.2	
AT4G35655	AT4G35655.1	
AT1G23950	AT1G23950.3	
AT1G23950	AT1G23950.2	
AT1G23950	AT1G23950.5	
AT1G23950	AT1G23950.4	
AT1G23950	AT1G23950.1	
AT2G20860	AT2G20860.1	BGIOSGA014980-PA
AT2G20860	AT2G20860.3	BGIOSGA014980-PA
AT2G20860	AT2G20860.2	BGIOSGA014980-PA
AT5G02420	AT5G02420.1	
AT2G43310	AT2G43310.1	
AT1G22300	AT1G22300.3	BGIOSGA036456-PA
AT1G22300	AT1G22300.1	BGIOSGA036456-PA
AT1G22300	AT1G22300.2	BGIOSGA036456-PA
AT2G41680	AT2G41680.1	BGIOSGA026313-PA
AT1G24120	AT1G24120.1	BGIOSGA021571-PA
AT1G24120	AT1G24120.1	BGIOSGA009026-PA
AT5G50480	AT5G50480.1	
AT1G31710	AT1G31710.1	BGIOSGA025978-PA
AT1G31710	AT1G31710.1	BGIOSGA022845-PA
AT1G31710	AT1G31710.1	BGIOSGA022844-PA
AT3G45810	AT3G45810.1	BGIOSGA004752-PA
AT3G45810	AT3G45810.1	BGIOSGA020004-PA
AT1G61620	AT1G61620.1	BGIOSGA012349-PA
AT3G16850	AT3G16850.1	BGIOSGA033596-PA
AT3G16850	AT3G16850.1	BGIOSGA040641-PA
AT3G16850	AT3G16850.1	BGIOSGA037568-PA
AT4G19860	AT4G19860.1	BGIOSGA017121-PA
AT4G10190	AT4G10190.1	
AT5G15660	AT5G15660.1	
AT3G54770	AT3G54770.1	BGIOSGA010956-PA
AT3G54770	AT3G54770.2	BGIOSGA010956-PA
AT3G54770	AT3G54770.3	BGIOSGA010956-PA
AT1G31370	AT1G31370.1	
AT5G43830	AT5G43830.1	BGIOSGA038265-PA
AT5G43830	AT5G43830.1	BGIOSGA009831-PA
AT5G01270	AT5G01270.1	BGIOSGA000463-PA
AT5G01270	AT5G01270.2	BGIOSGA000463-PA
AT2G27090	AT2G27090.1	BGIOSGA010840-PA
AT2G27090	AT2G27090.2	BGIOSGA010840-PA
AT2G27090	AT2G27090.1	BGIOSGA026420-PA
AT2G27090	AT2G27090.2	BGIOSGA026420-PA
AT2G35605	AT2G35605.1	BGIOSGA007195-PA
AT5G55780	AT5G55780.1	
AT4G23120	AT4G23120.1	
AT1G64630	AT1G64630.1	
AT1G10586	AT1G10586.1	
AT1G10586	AT1G10586.2	
AT4G39840	AT4G39840.1	
AT5G22080	AT5G22080.2	BGIOSGA012267-PA
AT5G22080	AT5G22080.1	BGIOSGA012267-PA
AT3G59410	AT3G59410.3	BGIOSGA016667-PA
AT3G59410	AT3G59410.5	BGIOSGA016667-PA
AT3G59410	AT3G59410.1	BGIOSGA016667-PA
AT3G59410	AT3G59410.4	BGIOSGA016667-PA
AT3G59410	AT3G59410.2	BGIOSGA016667-PA
AT3G28730	AT3G28730.1	BGIOSGA002908-PA
AT3G28730	AT3G28730.1	BGIOSGA019295-PA
AT5G02065	AT5G02065.1	
AT3G05240	AT3G05240.1	
AT2G23610	AT2G23610.2	BGIOSGA001424-PA
AT2G23610	AT2G23610.1	BGIOSGA001424-PA
AT2G23610	AT2G23610.2	BGIOSGA001423-PA
AT2G23610	AT2G23610.1	BGIOSGA001423-PA
AT2G23610	AT2G23610.2	BGIOSGA004589-PA
AT2G23610	AT2G23610.1	BGIOSGA004589-PA
AT5G40380	AT5G40380.1	
AT5G40380	AT5G40380.2	
AT5G40380	AT5G40380.3	
AT2G29450	AT2G29450.1	
AT2G28990	AT2G28990.1	
AT2G28990	AT2G28990.2	
AT2G47060	AT2G47060.5	BGIOSGA019140-PA
AT2G47060	AT2G47060.3	BGIOSGA019140-PA
AT2G47060	AT2G47060.6	BGIOSGA019140-PA
AT2G47060	AT2G47060.4	BGIOSGA019140-PA
AT2G47060	AT2G47060.1	BGIOSGA019140-PA
AT2G47060	AT2G47060.2	BGIOSGA019140-PA
AT3G26760	AT3G26760.1	BGIOSGA035354-PA
AT5G38090	AT5G38090.1	
AT1G75350	AT1G75350.1	
AT2G33180	AT2G33180.1	BGIOSGA029573-PA
AT4G22430	AT4G22430.1	
AT4G09500	AT4G09500.1	
AT4G09500	AT4G09500.2	
AT5G05000	AT5G05000.3	BGIOSGA011141-PA
AT5G05000	AT5G05000.2	BGIOSGA011141-PA
AT5G05000	AT5G05000.1	BGIOSGA011141-PA
AT1G20683	AT1G20683.1	
AT1G08210	AT1G08210.4	BGIOSGA004554-PA
AT1G08210	AT1G08210.1	BGIOSGA004554-PA
AT1G08210	AT1G08210.3	BGIOSGA004554-PA
AT1G08210	AT1G08210.2	BGIOSGA004554-PA
AT1G04250	AT1G04250.1	BGIOSGA035890-PA
AT1G04250	AT1G04250.1	BGIOSGA010196-PA
AT1G04250	AT1G04250.1	BGIOSGA009837-PA
AT5G53130	AT5G53130.1	BGIOSGA006757-PA
AT5G53130	AT5G53130.1	BGIOSGA023026-PA
AT5G53130	AT5G53130.1	BGIOSGA023025-PA
AT5G17080	AT5G17080.1	
AT1G69880	AT1G69880.1	BGIOSGA009628-PA
AT1G69880	AT1G69880.1	BGIOSGA024680-PA
AT5G55370	AT5G55370.1	BGIOSGA014860-PA
AT5G55370	AT5G55370.1	BGIOSGA008179-PA
AT5G55370	AT5G55370.1	BGIOSGA016044-PA
AT5G55370	AT5G55370.1	BGIOSGA024159-PA
AT5G55370	AT5G55370.1	BGIOSGA014861-PA
AT5G55370	AT5G55370.1	BGIOSGA008146-PA
AT5G55370	AT5G55370.1	BGIOSGA004122-PA
AT5G07660	AT5G07660.1	BGIOSGA030299-PA
AT2G43180	AT2G43180.3	BGIOSGA016727-PA
AT2G43180	AT2G43180.4	BGIOSGA016727-PA
AT2G43180	AT2G43180.1	BGIOSGA016727-PA
AT2G43180	AT2G43180.2	BGIOSGA016727-PA
AT2G43180	AT2G43180.3	BGIOSGA015202-PA
AT2G43180	AT2G43180.4	BGIOSGA015202-PA
AT2G43180	AT2G43180.1	BGIOSGA015202-PA
AT2G43180	AT2G43180.2	BGIOSGA015202-PA
AT3G02020	AT3G02020.1	BGIOSGA000207-PA
AT3G02020	AT3G02020.1	BGIOSGA011634-PA
AT3G02020	AT3G02020.1	BGIOSGA013949-PA
AT3G02020	AT3G02020.1	BGIOSGA013950-PA
AT5G17380	AT5G17380.1	BGIOSGA003605-PA
AT5G28300	AT5G28300.1	BGIOSGA007300-PA
AT4G11730	AT4G11730.1	BGIOSGA035279-PA
AT4G11730	AT4G11730.1	BGIOSGA035277-PA
AT4G11730	AT4G11730.1	BGIOSGA011671-PA
AT4G11730	AT4G11730.1	BGIOSGA035278-PA
AT3G07890	AT3G07890.3	BGIOSGA027156-PA
AT3G07890	AT3G07890.2	BGIOSGA027156-PA
AT3G07890	AT3G07890.5	BGIOSGA027156-PA
AT3G07890	AT3G07890.4	BGIOSGA027156-PA
AT3G07890	AT3G07890.1	BGIOSGA027156-PA
AT5G49600	AT5G49600.1	BGIOSGA037602-PA
AT5G49600	AT5G49600.1	BGIOSGA033565-PA
AT3G17940	AT3G17940.1	BGIOSGA019452-PA
AT3G17940	AT3G17940.1	BGIOSGA032274-PA
AT3G50930	AT3G50930.1	BGIOSGA017463-PA
AT3G50930	AT3G50930.1	BGIOSGA017462-PA
AT3G50930	AT3G50930.1	BGIOSGA003944-PA
AT1G16445	AT1G16445.1	BGIOSGA020169-PA
AT1G53400	AT1G53400.1	BGIOSGA000871-PA
AT1G53400	AT1G53400.1	BGIOSGA029943-PA
AT1G53400	AT1G53400.1	BGIOSGA020236-PA
AT3G06085	AT3G06085.1	
AT5G65140	AT5G65140.1	BGIOSGA012770-PA
AT5G65140	AT5G65140.3	BGIOSGA012770-PA
AT5G65140	AT5G65140.2	BGIOSGA012770-PA
AT5G65140	AT5G65140.1	BGIOSGA026169-PA
AT5G65140	AT5G65140.3	BGIOSGA026169-PA
AT5G65140	AT5G65140.2	BGIOSGA026169-PA
AT4G32990	AT4G32990.1	BGIOSGA025464-PA
AT4G32990	AT4G32990.2	BGIOSGA025464-PA
AT1G17420	AT1G17420.1	BGIOSGA011980-PA
AT1G17420	AT1G17420.1	BGIOSGA016491-PA
AT3G02680	AT3G02680.1	BGIOSGA033164-PA
AT1G09270	AT1G09270.3	BGIOSGA023685-PA
AT1G09270	AT1G09270.1	BGIOSGA023685-PA
AT1G09270	AT1G09270.2	BGIOSGA023685-PA
AT1G03530	AT1G03530.1	
AT2G27270	AT2G27270.1	BGIOSGA007321-PA
AT3G56960	AT3G56960.1	BGIOSGA023783-PA
AT3G56960	AT3G56960.2	BGIOSGA023783-PA
AT3G56960	AT3G56960.1	BGIOSGA010757-PA
AT3G56960	AT3G56960.2	BGIOSGA010757-PA
AT3G56960	AT3G56960.1	BGIOSGA012644-PA
AT3G56960	AT3G56960.2	BGIOSGA012644-PA
AT1G47990	AT1G47990.1	BGIOSGA001742-PA
AT2G10970	AT2G10970.1	
AT5G51160	AT5G51160.1	BGIOSGA024193-PA
AT5G51160	AT5G51160.1	BGIOSGA021413-PA
AT5G51160	AT5G51160.1	BGIOSGA021414-PA
AT5G51160	AT5G51160.1	BGIOSGA005560-PA
AT5G51160	AT5G51160.1	BGIOSGA021406-PA
AT5G51160	AT5G51160.1	BGIOSGA021403-PA
AT5G51160	AT5G51160.1	BGIOSGA025842-PA
AT5G51160	AT5G51160.1	BGIOSGA008065-PA
AT5G51160	AT5G51160.1	BGIOSGA028559-PA
AT5G51160	AT5G51160.1	BGIOSGA022733-PA
AT5G51160	AT5G51160.1	BGIOSGA008064-PA
AT5G51160	AT5G51160.1	BGIOSGA036973-PA
AT5G51160	AT5G51160.1	BGIOSGA036974-PA
AT5G51160	AT5G51160.1	BGIOSGA021435-PA
AT5G51160	AT5G51160.1	BGIOSGA000265-PA
AT5G51160	AT5G51160.1	BGIOSGA034784-PA
AT5G51160	AT5G51160.1	BGIOSGA021430-PA
AT5G51160	AT5G51160.1	BGIOSGA021416-PA
AT5G51160	AT5G51160.1	BGIOSGA034271-PA
AT5G51160	AT5G51160.1	BGIOSGA021417-PA
AT5G51160	AT5G51160.1	BGIOSGA021407-PA
AT5G51160	AT5G51160.1	BGIOSGA022740-PA
AT5G51160	AT5G51160.1	BGIOSGA015885-PA
AT5G51160	AT5G51160.1	BGIOSGA013374-PA
AT5G51160	AT5G51160.1	BGIOSGA022736-PA
AT5G51160	AT5G51160.1	BGIOSGA022735-PA
AT5G51160	AT5G51160.1	BGIOSGA022739-PA
AT5G51160	AT5G51160.1	BGIOSGA034274-PA
AT5G51160	AT5G51160.1	BGIOSGA031165-PA
AT4G19370	AT4G19370.1	BGIOSGA008882-PA
AT4G32915	AT4G32915.1	
AT4G25225	AT4G25225.2	
AT4G25225	AT4G25225.1	
AT3G04710	AT3G04710.2	
AT3G04710	AT3G04710.1	
AT3G04710	AT3G04710.3	
AT5G53140	AT5G53140.2	BGIOSGA007901-PA
AT5G53140	AT5G53140.1	BGIOSGA007901-PA
AT5G53140	AT5G53140.2	BGIOSGA017469-PA
AT5G53140	AT5G53140.1	BGIOSGA017469-PA
AT5G53140	AT5G53140.2	BGIOSGA004001-PA
AT5G53140	AT5G53140.1	BGIOSGA004001-PA
AT5G53140	AT5G53140.2	BGIOSGA021124-PA
AT5G53140	AT5G53140.1	BGIOSGA021124-PA
AT5G53140	AT5G53140.2	BGIOSGA021123-PA
AT5G53140	AT5G53140.1	BGIOSGA021123-PA
AT1G26798	AT1G26798.1	
AT3G54440	AT3G54440.3	BGIOSGA005183-PA
AT3G54440	AT3G54440.1	BGIOSGA005183-PA
AT3G54440	AT3G54440.2	BGIOSGA005183-PA
AT5G20090	AT5G20090.4	BGIOSGA029876-PA
AT5G20090	AT5G20090.1	BGIOSGA029876-PA
AT5G20090	AT5G20090.3	BGIOSGA029876-PA
AT5G20090	AT5G20090.2	BGIOSGA029876-PA
AT4G22220	AT4G22220.1	BGIOSGA020381-PA
AT4G22220	AT4G22220.1	BGIOSGA001079-PA
AT1G11560	AT1G11560.1	BGIOSGA010423-PA
AT3G01415	AT3G01415.1	
AT3G15200	AT3G15200.1	BGIOSGA002801-PA
AT5G43690	AT5G43690.1	
AT4G37680	AT4G37680.2	BGIOSGA011167-PA
AT4G37680	AT4G37680.4	BGIOSGA011167-PA
AT4G37680	AT4G37680.5	BGIOSGA011167-PA
AT4G37680	AT4G37680.1	BGIOSGA011167-PA
AT4G37680	AT4G37680.3	BGIOSGA011167-PA
AT5G61940	AT5G61940.4	
AT5G61940	AT5G61940.1	
AT5G61940	AT5G61940.2	
AT5G61940	AT5G61940.3	
AT1G63960	AT1G63960.1	
AT1G63960	AT1G63960.2	
AT5G56060	AT5G56060.1	
AT2G30890	AT2G30890.1	BGIOSGA028477-PA
AT2G30890	AT2G30890.1	BGIOSGA001063-PA
AT2G30890	AT2G30890.1	BGIOSGA020369-PA
AT1G29395	AT1G29395.1	BGIOSGA017548-PA
AT3G44326	AT3G44326.1	
AT4G02570	AT4G02570.3	BGIOSGA005121-PA
AT4G02570	AT4G02570.1	BGIOSGA005121-PA
AT4G02570	AT4G02570.2	BGIOSGA005121-PA
AT4G02570	AT4G02570.4	BGIOSGA005121-PA
AT5G02360	AT5G02360.1	
AT4G23010	AT4G23010.1	BGIOSGA011840-PA
AT4G23010	AT4G23010.2	BGIOSGA011840-PA
AT4G23010	AT4G23010.3	BGIOSGA011840-PA
AT2G01610	AT2G01610.1	BGIOSGA032207-PA
AT2G01610	AT2G01610.1	BGIOSGA032208-PA
AT2G01610	AT2G01610.1	BGIOSGA032209-PA
AT2G01610	AT2G01610.1	BGIOSGA032633-PA
AT3G43910	AT3G43910.1	
AT4G13410	AT4G13410.3	
AT4G13410	AT4G13410.1	
AT4G13410	AT4G13410.2	
AT2G29800	AT2G29800.1	BGIOSGA026373-PA
AT3G17340	AT3G17340.2	BGIOSGA033535-PA
AT3G17340	AT3G17340.1	BGIOSGA033535-PA
AT5G50400	AT5G50400.1	BGIOSGA029476-PA
AT5G50400	AT5G50400.2	BGIOSGA029476-PA
AT5G50400	AT5G50400.1	BGIOSGA031049-PA
AT5G50400	AT5G50400.2	BGIOSGA031049-PA
AT5G50400	AT5G50400.1	BGIOSGA029048-PA
AT5G50400	AT5G50400.2	BGIOSGA029048-PA
AT4G27280	AT4G27280.1	
AT5G51915	AT5G51915.1	
AT4G23870	AT4G23870.1	
AT5G02120	AT5G02120.1	BGIOSGA037390-PA
AT5G02120	AT5G02120.1	BGIOSGA019551-PA
AT1G08560	AT1G08560.1	
AT5G19450	AT5G19450.1	BGIOSGA013791-PA
AT5G19450	AT5G19450.2	BGIOSGA013791-PA
AT5G19450	AT5G19450.1	BGIOSGA024062-PA
AT5G19450	AT5G19450.2	BGIOSGA024062-PA
AT4G21580	AT4G21580.1	BGIOSGA009239-PA
AT4G21580	AT4G21580.3	BGIOSGA009239-PA
AT4G21580	AT4G21580.2	BGIOSGA009239-PA
AT2G38630	AT2G38630.1	BGIOSGA020065-PA
AT2G38630	AT2G38630.3	BGIOSGA020065-PA
AT2G38630	AT2G38630.2	BGIOSGA020065-PA
AT2G38630	AT2G38630.1	BGIOSGA000593-PA
AT2G38630	AT2G38630.3	BGIOSGA000593-PA
AT2G38630	AT2G38630.2	BGIOSGA000593-PA
AT2G38630	AT2G38630.1	BGIOSGA007091-PA
AT2G38630	AT2G38630.3	BGIOSGA007091-PA
AT2G38630	AT2G38630.2	BGIOSGA007091-PA
AT5G20447	AT5G20447.1	
AT4G24910	AT4G24910.1	
AT5G40160	AT5G40160.2	BGIOSGA021577-PA
AT5G40160	AT5G40160.1	BGIOSGA021577-PA
AT5G57770	AT5G57770.2	BGIOSGA016696-PA
AT5G57770	AT5G57770.1	BGIOSGA016696-PA
AT1G48700	AT1G48700.2	BGIOSGA003599-PA
AT1G48700	AT1G48700.6	BGIOSGA003599-PA
AT1G48700	AT1G48700.4	BGIOSGA003599-PA
AT1G48700	AT1G48700.3	BGIOSGA003599-PA
AT1G48700	AT1G48700.1	BGIOSGA003599-PA
AT1G48700	AT1G48700.5	BGIOSGA003599-PA
AT1G19400	AT1G19400.4	BGIOSGA013649-PA
AT1G19400	AT1G19400.2	BGIOSGA013649-PA
AT1G19400	AT1G19400.3	BGIOSGA013649-PA
AT1G19400	AT1G19400.1	BGIOSGA013649-PA
AT1G19400	AT1G19400.4	BGIOSGA011181-PA
AT1G19400	AT1G19400.2	BGIOSGA011181-PA
AT1G19400	AT1G19400.3	BGIOSGA011181-PA
AT1G19400	AT1G19400.1	BGIOSGA011181-PA
AT3G24650	AT3G24650.1	BGIOSGA000276-PA
AT4G19100	AT4G19100.1	
AT4G19100	AT4G19100.2	
AT5G54560	AT5G54560.1	
AT2G02890	AT2G02890.1	
AT2G41110	AT2G41110.2	
AT2G41110	AT2G41110.1	
AT1G76400	AT1G76400.2	BGIOSGA019571-PA
AT1G76400	AT1G76400.1	BGIOSGA019571-PA
AT2G05260	AT2G05260.1	BGIOSGA004350-PA
AT2G05260	AT2G05260.2	BGIOSGA004350-PA
AT2G05260	AT2G05260.1	BGIOSGA007981-PA
AT2G05260	AT2G05260.2	BGIOSGA007981-PA
AT2G36724	AT2G36724.1	
AT3G56891	AT3G56891.2	BGIOSGA008822-PA
AT3G56891	AT3G56891.1	BGIOSGA008822-PA
AT5G16330	AT5G16330.1	BGIOSGA018327-PA
AT4G09590	AT4G09590.1	BGIOSGA015125-PA
AT4G09590	AT4G09590.1	BGIOSGA027813-PA
AT4G09590	AT4G09590.1	BGIOSGA036592-PA
AT4G09590	AT4G09590.1	BGIOSGA034464-PA
AT4G09590	AT4G09590.1	BGIOSGA006301-PA
AT4G09590	AT4G09590.1	BGIOSGA014058-PA
AT3G61175	AT3G61175.1	
AT1G19790	AT1G19790.1	
AT1G19790	AT1G19790.2	
AT2G25470	AT2G25470.1	
AT2G25470	AT2G25470.2	
AT2G25470	AT2G25470.3	
AT4G26370	AT4G26370.3	BGIOSGA013243-PA
AT4G26370	AT4G26370.2	BGIOSGA013243-PA
AT4G26370	AT4G26370.1	BGIOSGA013243-PA
AT1G29120	AT1G29120.3	BGIOSGA022340-PA
AT1G29120	AT1G29120.2	BGIOSGA022340-PA
AT1G29120	AT1G29120.4	BGIOSGA022340-PA
AT1G29120	AT1G29120.8	BGIOSGA022340-PA
AT1G29120	AT1G29120.1	BGIOSGA022340-PA
AT1G29120	AT1G29120.5	BGIOSGA022340-PA
AT1G29120	AT1G29120.6	BGIOSGA022340-PA
AT1G29120	AT1G29120.7	BGIOSGA022340-PA
AT1G48590	AT1G48590.1	BGIOSGA025766-PA
AT1G48590	AT1G48590.3	BGIOSGA025766-PA
AT1G48590	AT1G48590.2	BGIOSGA025766-PA
AT1G48590	AT1G48590.4	BGIOSGA025766-PA
AT1G48590	AT1G48590.1	BGIOSGA008103-PA
AT1G48590	AT1G48590.3	BGIOSGA008103-PA
AT1G48590	AT1G48590.2	BGIOSGA008103-PA
AT1G48590	AT1G48590.4	BGIOSGA008103-PA
AT2G45700	AT2G45700.1	BGIOSGA029690-PA
AT2G45700	AT2G45700.2	BGIOSGA029690-PA
AT5G34885	AT5G34885.1	
AT2G06020	AT2G06020.1	BGIOSGA028510-PA
AT2G06020	AT2G06020.1	BGIOSGA030473-PA
AT2G36660	AT2G36660.1	
AT5G64080	AT5G64080.2	
AT5G64080	AT5G64080.1	
