Gene stable ID	Transcript stable ID	Medicago truncatula protein or transcript stable ID
AT4G28000	AT4G28000.2	AES62422
AT4G28000	AT4G28000.1	AES62421
AT4G28000	AT4G28000.3	AES62421
AT4G28000	AT4G28000.2	AES62421
AT3G46940	AT3G46940.1	KEH34549
AT3G46940	AT3G46940.2	KEH34549
AT4G15670	AT4G15670.1	
AT1G49715	AT1G49715.1	
AT3G56850	AT3G56850.1	AES81050
AT3G56850	AT3G56850.1	AES75128
AT1G07970	AT1G07970.1	AES88650
AT2G17950	AT2G17950.1	AES95116
AT2G14800	AT2G14800.1	
AT1G32763	AT1G32763.1	
AT5G25757	AT5G25757.1	KEH36023
AT3G60780	AT3G60780.1	AES87322
AT5G17880	AT5G17880.2	KEH15311
AT5G17880	AT5G17880.1	KEH15311
AT5G17880	AT5G17880.2	AES80231
AT5G17880	AT5G17880.1	AES80231
AT2G02350	AT2G02350.1	AES61119
AT2G02350	AT2G02350.2	AES61119
AT2G02350	AT2G02350.1	AES61118
AT2G02350	AT2G02350.2	AES61118
AT5G02180	AT5G02180.2	KEH22923
AT5G02180	AT5G02180.1	KEH22923
AT1G20240	AT1G20240.1	
AT2G44735	AT2G44735.1	
AT4G24510	AT4G24510.1	KEH40827
AT4G24510	AT4G24510.1	AES73148
AT4G24510	AT4G24510.1	AES65219
AT3G08940	AT3G08940.2	AES86850
AT3G08940	AT3G08940.1	AES86850
AT1G12360	AT1G12360.1	AES90999
AT1G12360	AT1G12360.1	AES94196
AT2G28130	AT2G28130.1	KEH29957
AT5G18160	AT5G18160.1	AET00953
AT4G18300	AT4G18300.1	KEH24595
AT3G10810	AT3G10810.2	AES81105
AT3G10810	AT3G10810.1	AES81105
AT5G43640	AT5G43640.1	KEH42609
AT5G43640	AT5G43640.1	AES89483
AT2G44900	AT2G44900.2	KEH21574
AT2G44900	AT2G44900.1	KEH21574
AT3G10520	AT3G10520.1	KEH43346
AT3G10520	AT3G10520.1	AES99442
AT3G10520	AT3G10520.1	KEH43341
AT3G10520	AT3G10520.1	AES96798
AT3G10520	AT3G10520.1	AES58940
AT3G10520	AT3G10520.1	KEH41363
AT3G10520	AT3G10520.1	AES99450
AT3G10520	AT3G10520.1	AES98238
AT3G10520	AT3G10520.1	AES99407
AT3G10520	AT3G10520.1	AES99405
AT3G10520	AT3G10520.1	AES82248
AT3G10520	AT3G10520.1	AES99452
AT4G14830	AT4G14830.1	KEH43864
AT4G14830	AT4G14830.1	AES93690
AT3G13360	AT3G13360.2	AES68526
AT3G13360	AT3G13360.1	AES68526
AT3G13360	AT3G13360.2	KEH20274
AT3G13360	AT3G13360.1	KEH20274
AT1G32230	AT1G32230.5	AES96015
AT1G32230	AT1G32230.2	AES96015
AT1G32230	AT1G32230.1	AES96015
AT1G32230	AT1G32230.4	AES96015
AT1G32230	AT1G32230.3	AES96015
AT1G32230	AT1G32230.6	AES96015
AT1G32230	AT1G32230.5	AES95791
AT1G32230	AT1G32230.2	AES95791
AT1G32230	AT1G32230.1	AES95791
AT1G32230	AT1G32230.4	AES95791
AT1G32230	AT1G32230.3	AES95791
AT1G32230	AT1G32230.6	AES95791
AT1G32230	AT1G32230.5	AES77514
AT1G32230	AT1G32230.2	AES77514
AT1G32230	AT1G32230.1	AES77514
AT1G32230	AT1G32230.4	AES77514
AT1G32230	AT1G32230.3	AES77514
AT1G32230	AT1G32230.6	AES77514
AT1G32230	AT1G32230.5	KEH44339
AT1G32230	AT1G32230.2	KEH44339
AT1G32230	AT1G32230.1	KEH44339
AT1G32230	AT1G32230.4	KEH44339
AT1G32230	AT1G32230.3	KEH44339
AT1G32230	AT1G32230.6	KEH44339
AT3G46820	AT3G46820.1	
AT1G22985	AT1G22985.1	
AT2G07659	AT2G07659.1	
AT1G78340	AT1G78340.1	KEH38385
AT1G78340	AT1G78340.1	KEH38387
AT1G78340	AT1G78340.1	KEH38381
AT1G78340	AT1G78340.1	KEH38386
AT1G78340	AT1G78340.1	KEH38383
AT1G78340	AT1G78340.1	KEH38382
AT3G05675	AT3G05675.3	KEH24246
AT3G05675	AT3G05675.1	KEH24246
AT3G05675	AT3G05675.2	KEH24246
AT1G28370	AT1G28370.2	KEH38683
AT1G28370	AT1G28370.1	KEH38683
AT3G11960	AT3G11960.3	KEH24334
AT3G11960	AT3G11960.1	KEH24334
AT3G11960	AT3G11960.2	KEH24334
AT3G11960	AT3G11960.4	KEH24334
AT1G64585	AT1G64585.1	
AT1G53180	AT1G53180.3	KEH38674
AT1G53180	AT1G53180.2	KEH38674
AT1G53180	AT1G53180.1	KEH38674
ATCG00750	ATCG00750.1	AES73722
AT3G44600	AT3G44600.1	KEH38964
AT5G66620	AT5G66620.4	
AT5G66620	AT5G66620.1	
AT5G66620	AT5G66620.2	
AT5G66620	AT5G66620.3	
AT3G29270	AT3G29270.1	AES74833
AT3G29270	AT3G29270.2	AES74833
AT1G23205	AT1G23205.1	AES91914
AT1G23205	AT1G23205.1	KEH32318
AT1G23205	AT1G23205.1	KEH21383
AT2G40475	AT2G40475.1	AES99717
AT2G40475	AT2G40475.1	AES71291
AT1G69660	AT1G69660.1	KEH30645
AT1G69660	AT1G69660.1	KEH24264
AT2G33380	AT2G33380.1	
AT2G33380	AT2G33380.2	
AT5G65790	AT5G65790.1	AES94491
AT1G56670	AT1G56670.2	AES82385
AT1G56670	AT1G56670.1	AES82385
AT1G56670	AT1G56670.2	AES65888
AT1G56670	AT1G56670.1	AES65888
AT3G43520	AT3G43520.1	KEH32405
AT3G42850	AT3G42850.2	
AT3G42850	AT3G42850.1	
AT5G58850	AT5G58850.1	KEH34230
AT5G58850	AT5G58850.1	AES98565
AT3G63510	AT3G63510.2	
AT3G63510	AT3G63510.1	
AT1G32380	AT1G32380.1	AES90848
AT1G32380	AT1G32380.2	AES90848
AT5G46330	AT5G46330.1	KEH15737
AT5G46330	AT5G46330.2	KEH15737
AT5G46330	AT5G46330.1	KEH31370
AT5G46330	AT5G46330.2	KEH31370
AT1G52390	AT1G52390.1	
AT1G15520	AT1G15520.1	AES81619
AT1G15520	AT1G15520.2	AES81619
AT1G15520	AT1G15520.1	AES81579
AT1G15520	AT1G15520.2	AES81579
AT1G15520	AT1G15520.1	KEH28744
AT1G15520	AT1G15520.2	KEH28744
AT1G15520	AT1G15520.1	AES81617
AT1G15520	AT1G15520.2	AES81617
AT1G15520	AT1G15520.1	AES68070
AT1G15520	AT1G15520.2	AES68070
AT1G15520	AT1G15520.1	KEH28742
AT1G15520	AT1G15520.2	KEH28742
AT1G15520	AT1G15520.1	AES81621
AT1G15520	AT1G15520.2	AES81621
AT1G15520	AT1G15520.1	KEH28743
AT1G15520	AT1G15520.2	KEH28743
AT1G15520	AT1G15520.1	KEH21503
AT1G15520	AT1G15520.2	KEH21503
AT1G15520	AT1G15520.1	AES81585
AT1G15520	AT1G15520.2	AES81585
AT1G15520	AT1G15520.1	AES81616
AT1G15520	AT1G15520.2	AES81616
AT1G15520	AT1G15520.1	AES68067
AT1G15520	AT1G15520.2	AES68067
AT1G15520	AT1G15520.1	AES81623
AT1G15520	AT1G15520.2	AES81623
AT1G15520	AT1G15520.1	AES68069
AT1G15520	AT1G15520.2	AES68069
AT1G15520	AT1G15520.1	AES81632
AT1G15520	AT1G15520.2	AES81632
AT1G15520	AT1G15520.1	AES81581
AT1G15520	AT1G15520.2	AES81581
AT5G57450	AT5G57450.1	KEH37691
AT5G57450	AT5G57450.2	KEH37691
AT2G22980	AT2G22980.2	
AT2G22980	AT2G22980.5	
AT2G22980	AT2G22980.3	
AT2G22980	AT2G22980.1	
AT2G22980	AT2G22980.4	
AT3G46800	AT3G46800.1	
AT2G29470	AT2G29470.1	
AT1G30440	AT1G30440.1	AES65746
AT1G30440	AT1G30440.1	KEH37817
AT1G44835	AT1G44835.1	AES71318
AT1G44835	AT1G44835.2	AES71318
AT1G17665	AT1G17665.1	KEH18346
AT1G17665	AT1G17665.1	AES67858
AT1G18680	AT1G18680.1	KEH31972
AT3G09300	AT3G09300.1	
AT5G47720	AT5G47720.1	KEH32695
AT5G47720	AT5G47720.3	KEH32695
AT5G47720	AT5G47720.5	KEH32695
AT5G47720	AT5G47720.2	KEH32695
AT5G47720	AT5G47720.4	KEH32695
AT5G45650	AT5G45650.1	KEH36678
AT5G45650	AT5G45650.2	KEH36678
AT5G45650	AT5G45650.1	KEH36679
AT5G45650	AT5G45650.2	KEH36679
AT5G35995	AT5G35995.1	KEH25402
AT5G35995	AT5G35995.2	KEH25402
AT4G15270	AT4G15270.1	AET00312
AT4G15270	AT4G15270.2	AET00312
AT4G15270	AT4G15270.3	AET00312
AT4G15270	AT4G15270.1	AET01053
AT4G15270	AT4G15270.2	AET01053
AT4G15270	AT4G15270.3	AET01053
AT4G15270	AT4G15270.1	AET00306
AT4G15270	AT4G15270.2	AET00306
AT4G15270	AT4G15270.3	AET00306
AT4G15270	AT4G15270.1	AET00315
AT4G15270	AT4G15270.2	AET00315
AT4G15270	AT4G15270.3	AET00315
AT4G15270	AT4G15270.1	AET00309
AT4G15270	AT4G15270.2	AET00309
AT4G15270	AT4G15270.3	AET00309
AT4G15270	AT4G15270.1	AET00307
AT4G15270	AT4G15270.2	AET00307
AT4G15270	AT4G15270.3	AET00307
AT4G15270	AT4G15270.1	AET00313
AT4G15270	AT4G15270.2	AET00313
AT4G15270	AT4G15270.3	AET00313
AT4G15270	AT4G15270.1	AET00311
AT4G15270	AT4G15270.2	AET00311
AT4G15270	AT4G15270.3	AET00311
AT4G15270	AT4G15270.1	AET00304
AT4G15270	AT4G15270.2	AET00304
AT4G15270	AT4G15270.3	AET00304
AT4G15270	AT4G15270.1	AET00308
AT4G15270	AT4G15270.2	AET00308
AT4G15270	AT4G15270.3	AET00308
AT4G15270	AT4G15270.1	AET00316
AT4G15270	AT4G15270.2	AET00316
AT4G15270	AT4G15270.3	AET00316
AT2G20890	AT2G20890.1	KEH29600
AT2G20890	AT2G20890.1	KEH39038
AT5G03850	AT5G03850.1	AES89881
AT5G03850	AT5G03850.1	AES74796
AT1G69670	AT1G69670.2	KEH22342
AT1G69670	AT1G69670.1	KEH22342
AT1G69670	AT1G69670.2	KEH41029
AT1G69670	AT1G69670.1	KEH41029
AT1G69670	AT1G69670.2	KEH22355
AT1G69670	AT1G69670.1	KEH22355
AT1G69670	AT1G69670.2	AES96660
AT1G69670	AT1G69670.1	AES96660
AT1G69670	AT1G69670.2	KEH22337
AT1G69670	AT1G69670.1	KEH22337
AT1G69670	AT1G69670.2	AES96670
AT1G69670	AT1G69670.1	AES96670
AT1G69670	AT1G69670.2	KEH41026
AT1G69670	AT1G69670.1	KEH41026
AT1G69670	AT1G69670.2	KEH22338
AT1G69670	AT1G69670.1	KEH22338
AT1G69670	AT1G69670.2	AES96683
AT1G69670	AT1G69670.1	AES96683
AT1G69670	AT1G69670.2	KEH22313
AT1G69670	AT1G69670.1	KEH22313
AT1G69670	AT1G69670.2	AET02849
AT1G69670	AT1G69670.1	AET02849
AT1G69670	AT1G69670.2	AES96695
AT1G69670	AT1G69670.1	AES96695
AT1G69670	AT1G69670.2	KEH41032
AT1G69670	AT1G69670.1	KEH41032
AT1G69670	AT1G69670.2	KEH22315
AT1G69670	AT1G69670.1	KEH22315
AT1G69670	AT1G69670.2	AES96699
AT1G69670	AT1G69670.1	AES96699
AT1G69670	AT1G69670.2	KEH22341
AT1G69670	AT1G69670.1	KEH22341
AT1G69670	AT1G69670.2	AES96671
AT1G69670	AT1G69670.1	AES96671
AT1G69670	AT1G69670.2	AES96696
AT1G69670	AT1G69670.1	AES96696
AT1G69670	AT1G69670.2	KEH22335
AT1G69670	AT1G69670.1	KEH22335
AT1G69670	AT1G69670.2	KEH22354
AT1G69670	AT1G69670.1	KEH22354
AT1G69670	AT1G69670.2	KEH22316
AT1G69670	AT1G69670.1	KEH22316
AT2G17110	AT2G17110.1	AET01058
AT2G40205	AT2G40205.1	
AT3G06180	AT3G06180.1	AES64379
AT3G06180	AT3G06180.2	AES64379
AT5G23180	AT5G23180.1	AES63628
AT5G23180	AT5G23180.1	AES71106
AT4G16140	AT4G16140.1	
AT4G16140	AT4G16140.2	
AT2G17450	AT2G17450.1	
AT2G37060	AT2G37060.1	
AT2G37060	AT2G37060.3	
AT2G37060	AT2G37060.2	
AT1G73805	AT1G73805.1	AET05355
AT1G73805	AT1G73805.1	AET05358
AT1G73805	AT1G73805.1	AES76641
AT1G73805	AT1G73805.1	KEH27025
AT5G27120	AT5G27120.1	AES89180
AT5G27120	AT5G27120.1	AES94046
AT5G27120	AT5G27120.1	AES94049
AT1G75300	AT1G75300.1	KEH36167
AT1G75300	AT1G75300.1	KEH36168
AT1G44180	AT1G44180.1	AES97694
AT1G44180	AT1G44180.2	AES97694
AT1G44180	AT1G44180.3	AES97694
AT4G24050	AT4G24050.2	KEH21289
AT4G24050	AT4G24050.1	KEH21289
AT3G25600	AT3G25600.1	KEH20220
AT1G42430	AT1G42430.2	KEH36295
AT1G42430	AT1G42430.1	KEH36295
AT3G08630	AT3G08630.1	KEH23306
AT3G08630	AT3G08630.1	AES79869
AT3G27830	AT3G27830.1	KEH24807
AT3G27830	AT3G27830.2	KEH24807
AT1G36050	AT1G36050.1	AES97982
AT1G36050	AT1G36050.2	AES97982
AT5G17070	AT5G17070.2	AES89597
AT5G17070	AT5G17070.1	AES89597
AT5G52655	AT5G52655.1	
AT4G13600	AT4G13600.1	AET04156
AT4G09040	AT4G09040.2	AES73098
AT4G09040	AT4G09040.1	AES73098
AT5G38760	AT5G38760.1	KEH25235
AT5G38760	AT5G38760.1	KEH25233
AT2G29735	AT2G29735.1	AET04159
AT2G29735	AT2G29735.1	AET04161
AT5G18050	AT5G18050.1	AES89326
AT3G56540	AT3G56540.1	KEH17668
AT3G56540	AT3G56540.1	AES69761
AT3G58040	AT3G58040.2	KEH41734
AT3G58040	AT3G58040.3	KEH41734
AT3G58040	AT3G58040.1	KEH41734
AT3G58040	AT3G58040.2	AES81513
AT3G58040	AT3G58040.3	AES81513
AT3G58040	AT3G58040.1	AES81513
AT5G03690	AT5G03690.4	KEH42090
AT5G03690	AT5G03690.2	KEH42090
AT5G03690	AT5G03690.3	KEH42090
AT5G03690	AT5G03690.1	KEH42090
AT5G61610	AT5G61610.1	
AT4G11230	AT4G11230.1	
AT4G09130	AT4G09130.1	
AT5G50490	AT5G50490.1	
AT5G08630	AT5G08630.2	AET04879
AT5G08630	AT5G08630.3	AET04879
AT5G08630	AT5G08630.1	AET04879
AT2G37040	AT2G37040.1	
AT1G61390	AT1G61390.2	KEH22752
AT1G61390	AT1G61390.1	KEH22752
AT1G61390	AT1G61390.2	KEH22738
AT1G61390	AT1G61390.1	KEH22738
AT1G61390	AT1G61390.2	KEH22733
AT1G61390	AT1G61390.1	KEH22733
AT1G61390	AT1G61390.2	KEH22694
AT1G61390	AT1G61390.1	KEH22694
AT1G61390	AT1G61390.2	KEH22744
AT1G61390	AT1G61390.1	KEH22744
AT1G61390	AT1G61390.2	KEH22705
AT1G61390	AT1G61390.1	KEH22705
AT1G61390	AT1G61390.2	KEH22740
AT1G61390	AT1G61390.1	KEH22740
AT1G61390	AT1G61390.2	KEH22734
AT1G61390	AT1G61390.1	KEH22734
AT1G61390	AT1G61390.2	AES63669
AT1G61390	AT1G61390.1	AES63669
AT1G61390	AT1G61390.2	KEH22737
AT1G61390	AT1G61390.1	KEH22737
AT2G16015	AT2G16015.1	
AT1G04560	AT1G04560.1	KEH43462
AT1G30350	AT1G30350.1	AES92663
AT1G30350	AT1G30350.1	KEH36910
AT3G62100	AT3G62100.2	AES82296
AT3G62100	AT3G62100.1	AES82296
AT3G62100	AT3G62100.2	KEH43183
AT3G62100	AT3G62100.1	KEH43183
AT3G10910	AT3G10910.1	
AT3G45700	AT3G45700.1	KEH20864
AT3G45700	AT3G45700.1	AES67434
AT3G45700	AT3G45700.1	AES67435
AT3G45700	AT3G45700.1	AES67395
AT3G45700	AT3G45700.1	AES67397
AT2G36835	AT2G36835.1	KEH17042
AT2G36835	AT2G36835.1	KEH24046
AT4G19485	AT4G19485.1	
AT5G12050	AT5G12050.1	
AT4G19530	AT4G19530.1	
AT4G19530	AT4G19530.2	
AT1G55220	AT1G55220.1	
AT4G31120	AT4G31120.2	AES73768
AT4G31120	AT4G31120.1	AES73768
AT1G04080	AT1G04080.1	AES81591
AT1G04080	AT1G04080.5	AES81591
AT1G04080	AT1G04080.2	AES81591
AT1G04080	AT1G04080.4	AES81591
AT1G04080	AT1G04080.3	AES81591
AT1G43330	AT1G43330.1	
AT2G42940	AT2G42940.1	AET00402
AT5G45830	AT5G45830.4	
AT5G45830	AT5G45830.3	
AT5G45830	AT5G45830.6	
AT5G45830	AT5G45830.1	
AT5G45830	AT5G45830.5	
AT5G45830	AT5G45830.2	
AT4G37820	AT4G37820.2	AES90776
AT4G37820	AT4G37820.1	AES90776
AT3G59630	AT3G59630.2	AES58794
AT3G59630	AT3G59630.3	AES58794
AT3G59630	AT3G59630.1	AES58794
AT4G21280	AT4G21280.2	KEH17774
AT4G21280	AT4G21280.1	KEH17774
AT4G00380	AT4G00380.3	
AT4G00380	AT4G00380.1	
AT4G00380	AT4G00380.2	
AT2G34585	AT2G34585.1	AES64160
AT1G26225	AT1G26225.1	
AT2G02410	AT2G02410.1	KEH32730
AT2G02410	AT2G02410.10	KEH32730
AT2G02410	AT2G02410.12	KEH32730
AT2G02410	AT2G02410.3	KEH32730
AT2G02410	AT2G02410.8	KEH32730
AT2G02410	AT2G02410.13	KEH32730
AT2G02410	AT2G02410.11	KEH32730
AT2G02410	AT2G02410.6	KEH32730
AT2G02410	AT2G02410.4	KEH32730
AT2G02410	AT2G02410.5	KEH32730
AT2G02410	AT2G02410.7	KEH32730
AT2G02410	AT2G02410.9	KEH32730
AT2G02410	AT2G02410.2	KEH32730
AT2G02850	AT2G02850.1	AET04469
AT2G02850	AT2G02850.1	AET04446
AT2G07240	AT2G07240.1	
AT2G32785	AT2G32785.1	
AT3G54570	AT3G54570.1	AES69028
AT3G54570	AT3G54570.1	AES89191
AT4G28030	AT4G28030.1	AES92436
AT4G28030	AT4G28030.2	AES92436
AT4G04340	AT4G04340.3	AES92669
AT4G04340	AT4G04340.1	AES92669
AT4G04340	AT4G04340.2	AES92669
AT3G43290	AT3G43290.1	
AT4G37890	AT4G37890.2	
AT4G37890	AT4G37890.1	
AT5G58412	AT5G58412.1	
AT2G11910	AT2G11910.2	
AT2G11910	AT2G11910.1	
AT1G09600	AT1G09600.1	
AT5G41220	AT5G41220.3	AET05000
AT5G41220	AT5G41220.1	AET05000
AT5G41220	AT5G41220.2	AET05000
AT5G46880	AT5G46880.2	AES95769
AT5G46880	AT5G46880.1	AES95769
AT5G46880	AT5G46880.3	AES95769
AT5G47110	AT5G47110.1	KEH31622
AT5G67410	AT5G67410.1	AES90672
AT5G67410	AT5G67410.2	AES90672
AT3G15030	AT3G15030.1	KEH38639
AT3G15030	AT3G15030.3	KEH38639
AT3G15030	AT3G15030.4	KEH38639
AT3G15030	AT3G15030.2	KEH38639
AT3G15030	AT3G15030.1	KEH19533
AT3G15030	AT3G15030.3	KEH19533
AT3G15030	AT3G15030.4	KEH19533
AT3G15030	AT3G15030.2	KEH19533
AT2G30950	AT2G30950.4	KEH37368
AT2G30950	AT2G30950.3	KEH37368
AT2G30950	AT2G30950.2	KEH37368
AT2G30950	AT2G30950.1	KEH37368
AT2G30950	AT2G30950.4	KEH31393
AT2G30950	AT2G30950.3	KEH31393
AT2G30950	AT2G30950.2	KEH31393
AT2G30950	AT2G30950.1	KEH31393
AT1G51590	AT1G51590.2	KEH28608
AT1G51590	AT1G51590.1	KEH28608
AT2G36270	AT2G36270.2	AES67062
AT2G36270	AT2G36270.1	AES67062
AT2G36270	AT2G36270.3	AES67062
AT2G36270	AT2G36270.2	AES67058
AT2G36270	AT2G36270.1	AES67058
AT2G36270	AT2G36270.3	AES67058
AT3G59470	AT3G59470.1	AES67771
AT3G59470	AT3G59470.2	AES67771
AT3G59470	AT3G59470.3	AES67771
AT1G79120	AT1G79120.2	
AT1G79120	AT1G79120.1	
AT1G16850	AT1G16850.1	
AT1G18140	AT1G18140.1	KEH22917
AT3G20475	AT3G20475.2	AET00534
AT3G20475	AT3G20475.1	AET00534
AT3G20475	AT3G20475.3	AET00534
AT5G19980	AT5G19980.1	AES91418
AT2G30985	AT2G30985.1	
AT5G28030	AT5G28030.2	AES61290
AT5G28030	AT5G28030.5	AES61290
AT5G28030	AT5G28030.4	AES61290
AT5G28030	AT5G28030.3	AES61290
AT5G28030	AT5G28030.1	AES61290
AT5G28030	AT5G28030.2	KEH43041
AT5G28030	AT5G28030.5	KEH43041
AT5G28030	AT5G28030.4	KEH43041
AT5G28030	AT5G28030.3	KEH43041
AT5G28030	AT5G28030.1	KEH43041
AT5G28030	AT5G28030.2	AES61286
AT5G28030	AT5G28030.5	AES61286
AT5G28030	AT5G28030.4	AES61286
AT5G28030	AT5G28030.3	AES61286
AT5G28030	AT5G28030.1	AES61286
AT4G18440	AT4G18440.1	AES99516
AT4G18440	AT4G18440.1	AES81446
AT1G68110	AT1G68110.1	KEH40728
AT3G21470	AT3G21470.1	KEH25357
AT3G21470	AT3G21470.1	AES72375
AT5G62850	AT5G62850.2	AES91172
AT5G62850	AT5G62850.1	AES91172
AT2G36850	AT2G36850.1	KEH34985
AT5G27910	AT5G27910.1	
AT4G06490	AT4G06490.1	
AT5G36390	AT5G36390.1	
AT5G10130	AT5G10130.1	AES72235
AT3G51340	AT3G51340.1	AES95200
AT3G51340	AT3G51340.4	AES95200
AT3G51340	AT3G51340.2	AES95200
AT3G51340	AT3G51340.3	AES95200
AT3G51340	AT3G51340.1	AET03732
AT3G51340	AT3G51340.4	AET03732
AT3G51340	AT3G51340.2	AET03732
AT3G51340	AT3G51340.3	AET03732
AT4G12440	AT4G12440.2	AES94236
AT4G12440	AT4G12440.4	AES94236
AT4G12440	AT4G12440.1	AES94236
AT4G12440	AT4G12440.3	AES94236
AT5G67265	AT5G67265.1	AES94626
AT3G11090	AT3G11090.1	AES71206
AT1G19565	AT1G19565.1	
AT2G33860	AT2G33860.1	KEH30966
AT2G33860	AT2G33860.2	KEH30966
AT2G33860	AT2G33860.1	AES63915
AT2G33860	AT2G33860.2	AES63915
AT3G51360	AT3G51360.6	AES95200
AT3G51360	AT3G51360.9	AES95200
AT3G51360	AT3G51360.7	AES95200
AT3G51360	AT3G51360.1	AES95200
AT3G51360	AT3G51360.4	AES95200
AT3G51360	AT3G51360.8	AES95200
AT3G51360	AT3G51360.3	AES95200
AT3G51360	AT3G51360.10	AES95200
AT3G51360	AT3G51360.5	AES95200
AT3G51360	AT3G51360.2	AES95200
AT3G51360	AT3G51360.6	AET03732
AT3G51360	AT3G51360.9	AET03732
AT3G51360	AT3G51360.7	AET03732
AT3G51360	AT3G51360.1	AET03732
AT3G51360	AT3G51360.4	AET03732
AT3G51360	AT3G51360.8	AET03732
AT3G51360	AT3G51360.3	AET03732
AT3G51360	AT3G51360.10	AET03732
AT3G51360	AT3G51360.5	AET03732
AT3G51360	AT3G51360.2	AET03732
AT1G50490	AT1G50490.1	AES89504
AT1G50490	AT1G50490.1	AES93925
AT5G03760	AT5G03760.1	KEH24115
AT5G03760	AT5G03760.1	AES60635
AT3G61560	AT3G61560.2	KEH18780
AT3G61560	AT3G61560.1	KEH18780
AT3G61560	AT3G61560.3	KEH18780
AT5G27370	AT5G27370.1	
AT2G37720	AT2G37720.1	AET04763
AT3G27650	AT3G27650.1	AES74365
AT3G27650	AT3G27650.1	AES74366
AT3G45555	AT3G45555.1	
AT5G11340	AT5G11340.1	AET01043
AT4G01630	AT4G01630.1	AES82314
AT4G01630	AT4G01630.1	KEH43151
AT4G01630	AT4G01630.1	AES82316
AT5G32440	AT5G32440.1	
AT5G32440	AT5G32440.3	
AT5G32440	AT5G32440.2	
AT2G31220	AT2G31220.1	KEH31430
AT2G31220	AT2G31220.2	KEH31430
AT1G48370	AT1G48370.2	
AT1G48370	AT1G48370.1	
AT3G43120	AT3G43120.1	KEH37650
AT3G43120	AT3G43120.1	AES92154
AT3G18220	AT3G18220.1	AES69587
AT2G32480	AT2G32480.2	KEH29698
AT2G32480	AT2G32480.1	KEH29698
AT5G08260	AT5G08260.1	
AT5G06990	AT5G06990.1	AET02448
AT5G06990	AT5G06990.1	AET02449
AT2G06675	AT2G06675.1	
AT3G23610	AT3G23610.5	KEH32190
AT3G23610	AT3G23610.2	KEH32190
AT3G23610	AT3G23610.6	KEH32190
AT3G23610	AT3G23610.3	KEH32190
AT3G23610	AT3G23610.1	KEH32190
AT3G23610	AT3G23610.4	KEH32190
AT3G59770	AT3G59770.2	AES90288
AT3G59770	AT3G59770.3	AES90288
AT3G59770	AT3G59770.1	AES90288
AT3G59770	AT3G59770.4	AES90288
AT3G05940	AT3G05940.1	AES82330
AT3G48270	AT3G48270.1	
AT3G53040	AT3G53040.1	
AT2G24670	AT2G24670.1	KEH33775
AT3G26540	AT3G26540.1	KEH35381
AT4G17830	AT4G17830.2	AES94440
AT4G17830	AT4G17830.1	AES94440
AT1G02705	AT1G02705.1	
AT1G21065	AT1G21065.1	AES90088
AT3G05600	AT3G05600.2	AES86315
AT3G05600	AT3G05600.1	AES86315
AT3G05600	AT3G05600.2	AES82458
AT3G05600	AT3G05600.1	AES82458
AT3G05600	AT3G05600.2	KEH24510
AT3G05600	AT3G05600.1	KEH24510
AT3G05600	AT3G05600.2	KEH24503
AT3G05600	AT3G05600.1	KEH24503
AT3G05600	AT3G05600.2	AES82462
AT3G05600	AT3G05600.1	AES82462
AT3G05600	AT3G05600.2	AES82453
AT3G05600	AT3G05600.1	AES82453
AT3G05600	AT3G05600.2	AES82461
AT3G05600	AT3G05600.1	AES82461
AT3G05600	AT3G05600.2	AES61416
AT3G05600	AT3G05600.1	AES61416
AT3G05600	AT3G05600.2	AES82459
AT3G05600	AT3G05600.1	AES82459
AT3G05600	AT3G05600.2	AES82463
AT3G05600	AT3G05600.1	AES82463
AT3G05600	AT3G05600.2	KEH33137
AT3G05600	AT3G05600.1	KEH33137
AT3G05600	AT3G05600.2	AES82460
AT3G05600	AT3G05600.1	AES82460
AT3G05600	AT3G05600.2	AES82420
AT3G05600	AT3G05600.1	AES82420
AT5G54670	AT5G54670.2	AES66858
AT5G54670	AT5G54670.1	AES66858
AT5G54670	AT5G54670.3	AES66858
AT5G54670	AT5G54670.2	AES89902
AT5G54670	AT5G54670.1	AES89902
AT5G54670	AT5G54670.3	AES89902
AT4G16500	AT4G16500.1	AES92755
AT4G16500	AT4G16500.2	AES92755
AT4G16500	AT4G16500.1	AES64492
AT4G16500	AT4G16500.2	AES64492
AT2G42490	AT2G42490.1	AES71446
AT5G20165	AT5G20165.3	
AT5G20165	AT5G20165.4	
AT5G20165	AT5G20165.2	
AT5G20165	AT5G20165.1	
AT4G38890	AT4G38890.1	AES74264
AT5G18070	AT5G18070.1	AES94391
AT4G05330	AT4G05330.1	AES64780
AT4G05330	AT4G05330.3	AES64780
AT4G05330	AT4G05330.2	AES64780
AT4G03140	AT4G03140.1	KEH24360
AT4G03140	AT4G03140.1	AES74007
AT2G37125	AT2G37125.1	
AT3G46430	AT3G46430.1	AES88810
AT3G46430	AT3G46430.1	AES67576
AT2G45800	AT2G45800.1	AES80110
AT2G45800	AT2G45800.2	AES80110
AT2G45800	AT2G45800.1	KEH18910
AT2G45800	AT2G45800.2	KEH18910
AT1G32940	AT1G32940.1	
AT1G32940	AT1G32940.3	
AT1G32940	AT1G32940.2	
AT1G32940	AT1G32940.4	
AT5G52660	AT5G52660.2	KEH16657
AT5G52660	AT5G52660.1	KEH16657
AT2G40815	AT2G40815.1	KEH35505
